edge_type,role_group,source_id,source_name,source_display_name,source_type,work_id,work_name,work_type,work_genre,work_release_year
ComposerOf,contributor,30,Megan Bennett,Megan Bennett,Person,15702,Mirrors of Deception,Song,Speed Metal,1985
LyricistOf,contributor,2207,Brian Wright,Brian Wright,Person,15702,Mirrors of Deception,Song,Speed Metal,1985
PerformerOf,contributor,30,Megan Bennett,Megan Bennett,Person,15702,Mirrors of Deception,Song,Speed Metal,1985
ComposerOf,contributor,732,Krista Wallace,Krista Wallace,Person,16298,Slow Motion Waltz,Song,Lo-Fi Electronica,1985
LyricistOf,contributor,16299,Phillip Brooks,Phillip Brooks,Person,16298,Slow Motion Waltz,Song,Lo-Fi Electronica,1985
PerformerOf,contributor,16299,Phillip Brooks,Phillip Brooks,Person,16298,Slow Motion Waltz,Song,Lo-Fi Electronica,1985
ComposerOf,contributor,1937,Rodney Moss,Rodney Moss,Person,1935,Solitary Stride,Song,Psychedelic Rock,1986
PerformerOf,contributor,1937,Rodney Moss,Rodney Moss,Person,1935,Solitary Stride,Song,Psychedelic Rock,1986
ProducerOf,contributor,1936,Lucas Aguilar,Lucas Aguilar,Person,1935,Solitary Stride,Song,Psychedelic Rock,1986
LyricistOf,contributor,2844,Juan Cao,Juan Cao,Person,2843,Sunset Sips,Song,Southern Gothic Rock,1986
PerformerOf,contributor,2846,Yan Song,Yan Song,Person,2843,Sunset Sips,Song,Southern Gothic Rock,1986
ProducerOf,contributor,2845,Jie Long,Jie Long,Person,2843,Sunset Sips,Song,Southern Gothic Rock,1986
LyricistOf,contributor,1932,Shaan Sanghvi,Shaan Sanghvi,Person,9129,Tipsy Toes Tango,Song,Dream Pop,1986
PerformerOf,contributor,9130,Charvi Bains,Charvi Bains,Person,9129,Tipsy Toes Tango,Song,Dream Pop,1986
PerformerOf,contributor,9131,Hrishita Sura,Hrishita Sura,Person,9129,Tipsy Toes Tango,Song,Dream Pop,1986
LyricistOf,contributor,11049,Claudia Cunningham,Claudia Cunningham,Person,11047,Heartstrings Unbound,Album,Speed Metal,1986
PerformerOf,contributor,11049,Claudia Cunningham,Claudia Cunningham,Person,11047,Heartstrings Unbound,Album,Speed Metal,1986
ProducerOf,contributor,11048,Janina Gronkiewicz,K.L. Moon,Person,11047,Heartstrings Unbound,Album,Speed Metal,1986
PerformerOf,contributor,3741,Andrew Dawson,Andrew Dawson,Person,14037,Suspiros de Hastío,Song,Southern Gothic Rock,1986
PerformerOf,contributor,3742,David Wilcox,David Wilcox,Person,14037,Suspiros de Hastío,Song,Southern Gothic Rock,1986
PerformerOf,contributor,3352,Marcus Spence,Marcus Spence,Person,14037,Suspiros de Hastío,Song,Southern Gothic Rock,1986
ProducerOf,contributor,3742,David Wilcox,David Wilcox,Person,14037,Suspiros de Hastío,Song,Southern Gothic Rock,1986
LyricistOf,contributor,9049,Stephen Obrien,Stephen Obrien,Person,14124,Welded Dreams,Song,Indie Rock,1986
PerformerOf,contributor,2110,Catherine Clay,Catherine Clay,Person,14124,Welded Dreams,Song,Indie Rock,1986
ProducerOf,contributor,2110,Catherine Clay,Catherine Clay,Person,14124,Welded Dreams,Song,Indie Rock,1986
ComposerOf,contributor,14853,Caleb Williamson,Caleb Williamson,Person,14851,Golden Horizon,Song,Blues Rock,1986
LyricistOf,contributor,6332,Karl-Heinz Bruder,Karl-Heinz Bruder,Person,14851,Golden Horizon,Song,Blues Rock,1986
PerformerOf,contributor,14853,Caleb Williamson,Caleb Williamson,Person,14851,Golden Horizon,Song,Blues Rock,1986
PerformerOf,contributor,332,David Hayes,David Hayes,Person,14851,Golden Horizon,Song,Blues Rock,1986
PerformerOf,contributor,14852,Donald Bradley,Donald Bradley,Person,14851,Golden Horizon,Song,Blues Rock,1986
PerformerOf,contributor,6332,Karl-Heinz Bruder,Karl-Heinz Bruder,Person,14851,Golden Horizon,Song,Blues Rock,1986
ComposerOf,contributor,2207,Brian Wright,Brian Wright,Person,15047,The Last Frame of Pola,Song,Southern Gothic Rock,1986
PerformerOf,contributor,30,Megan Bennett,Megan Bennett,Person,15047,The Last Frame of Pola,Song,Southern Gothic Rock,1986
ProducerOf,contributor,30,Megan Bennett,Megan Bennett,Person,15047,The Last Frame of Pola,Song,Southern Gothic Rock,1986
LyricistOf,contributor,16518,Alexandra Taylor,Alexandra Taylor,Person,16517,The Only Ones Who Know,Song,Southern Gothic Rock,1986
PerformerOf,contributor,9648,Gunther Hendriks,Gunther Hendriks,Person,16517,The Only Ones Who Know,Song,Southern Gothic Rock,1986
ProducerOf,contributor,9648,Gunther Hendriks,Gunther Hendriks,Person,16517,The Only Ones Who Know,Song,Southern Gothic Rock,1986
PerformerOf,contributor,551,Szymon Pyć,Szymon Pyć,Person,2927,Sacred Invocation,Song,Southern Gothic Rock,1987
PerformerOf,contributor,1294,Urszula Stochmal,Urszula Stochmal,Person,2927,Sacred Invocation,Song,Southern Gothic Rock,1987
ProducerOf,contributor,551,Szymon Pyć,Szymon Pyć,Person,2927,Sacred Invocation,Song,Southern Gothic Rock,1987
LyricistOf,contributor,3409,Janice Lamb,Janice Lamb,Person,3407,Splitting the Difference,Song,Southern Gothic Rock,1987
PerformerOf,contributor,3409,Janice Lamb,Janice Lamb,Person,3407,Splitting the Difference,Song,Southern Gothic Rock,1987
PerformerOf,contributor,3408,Qiang Fang,Qiang Fang,Person,3407,Splitting the Difference,Song,Southern Gothic Rock,1987
PerformerOf,contributor,3410,Xia Deng,Xia Deng,Person,3407,Splitting the Difference,Song,Southern Gothic Rock,1987
ComposerOf,contributor,3126,Maik Mude,Maik Mude,Person,3779,"Broken Wings, Brave Heart",Song,Blues Rock,1987
PerformerOf,contributor,3781,Janos Zimmer,Janos Zimmer,Person,3779,"Broken Wings, Brave Heart",Song,Blues Rock,1987
PerformerOf,contributor,3780,Krzysztof Linda,Krzysztof Linda,Person,3779,"Broken Wings, Brave Heart",Song,Blues Rock,1987
PerformerOf,contributor,2207,Brian Wright,Brian Wright,Person,4932,Harmony in the Alleyway,Album,Speed Metal,1987
PerformerOf,contributor,30,Megan Bennett,Megan Bennett,Person,4932,Harmony in the Alleyway,Album,Speed Metal,1987
ProducerOf,contributor,30,Megan Bennett,Megan Bennett,Person,4932,Harmony in the Alleyway,Album,Speed Metal,1987
ComposerOf,contributor,4483,Catherine Prévost,Catherine Prévost,Person,5663,Cognitive Disconnect,Song,Indie Folk,1987
PerformerOf,contributor,4483,Catherine Prévost,Catherine Prévost,Person,5663,Cognitive Disconnect,Song,Indie Folk,1987
ProducerOf,contributor,2752,Thibault Potier,Thibault Potier,Person,5663,Cognitive Disconnect,Song,Indie Folk,1987
PerformerOf,contributor,6317,Bradley Hayes,Bradley Hayes,Person,6315,Iris to Iris,Song,Emo/Pop Punk,1987
PerformerOf,contributor,415,Denise Bell,Denise Bell,Person,6315,Iris to Iris,Song,Emo/Pop Punk,1987
PerformerOf,contributor,16750,Zenith Horizon,Zenith Horizon,MusicalGroup,6315,Iris to Iris,Song,Emo/Pop Punk,1987
ProducerOf,contributor,6316,Dennis Lee,Dennis Lee,Person,6315,Iris to Iris,Song,Emo/Pop Punk,1987
ComposerOf,contributor,7037,Geneviève Duhamel,Geneviève Duhamel,Person,7036,Voz Sin Eco,Song,Indie Pop,1987
LyricistOf,contributor,7040,Michel Dippel,Michel Dippel,Person,7036,Voz Sin Eco,Song,Indie Pop,1987
PerformerOf,contributor,7037,Geneviève Duhamel,Geneviève Duhamel,Person,7036,Voz Sin Eco,Song,Indie Pop,1987
PerformerOf,contributor,7039,Johan Hermann,Johan Hermann,Person,7036,Voz Sin Eco,Song,Indie Pop,1987
ProducerOf,contributor,7038,Magnus Geisler,Magnus Geisler,Person,7036,Voz Sin Eco,Song,Indie Pop,1987
ComposerOf,contributor,425,Hazel Kara,Hazel Kara,Person,8476,The Anticipation Groove,Song,Southern Gothic Rock,1987
LyricistOf,contributor,425,Hazel Kara,Hazel Kara,Person,8476,The Anticipation Groove,Song,Southern Gothic Rock,1987
PerformerOf,contributor,425,Hazel Kara,Hazel Kara,Person,8476,The Anticipation Groove,Song,Southern Gothic Rock,1987
PerformerOf,contributor,1376,Dawn Ramsey,Dawn Ramsey,Person,9388,Revolutionary Heartbeat of the Fatherland,Song,Doom Metal,1987
PerformerOf,contributor,1377,Li Fu,Li Fu,Person,9388,Revolutionary Heartbeat of the Fatherland,Song,Doom Metal,1987
LyricistOf,contributor,11212,Kathleen Russo,Kathleen Russo,Person,11210,Scholarly Revelry,Song,Doom Metal,1987
PerformerOf,contributor,11211,Jessica Parsons,Jessica Parsons,Person,11210,Scholarly Revelry,Song,Doom Metal,1987
PerformerOf,contributor,11212,Kathleen Russo,Kathleen Russo,Person,11210,Scholarly Revelry,Song,Doom Metal,1987
ProducerOf,contributor,8833,Lori Lee,Lori Lee,Person,11210,Scholarly Revelry,Song,Doom Metal,1987
PerformerOf,contributor,11318,David Smith,David Smith,Person,11316,Echoes of Solitary Streets,Song,Blues Rock,1987
PerformerOf,contributor,11317,Michelle Caldwell,Nightshade Hymnal,Person,11316,Echoes of Solitary Streets,Song,Blues Rock,1987
ProducerOf,contributor,11317,Michelle Caldwell,Nightshade Hymnal,Person,11316,Echoes of Solitary Streets,Song,Blues Rock,1987
LyricistOf,contributor,11469,Cheryl White,Cheryl White,Person,11468,Whispers of the Dance Floor,Song,Southern Gothic Rock,1987
PerformerOf,contributor,11469,Cheryl White,Cheryl White,Person,11468,Whispers of the Dance Floor,Song,Southern Gothic Rock,1987
ProducerOf,contributor,11470,Nathaniel Alvarado,Nathaniel Alvarado,Person,11468,Whispers of the Dance Floor,Song,Southern Gothic Rock,1987
ComposerOf,contributor,12090,Min Tao,Min Tao,Person,12089,Whispers of Eternal Promise,Album,Jazz Surf Rock,1987
PerformerOf,contributor,1312,Barbara Weitzel,Barbara Weitzel,Person,12089,Whispers of Eternal Promise,Album,Jazz Surf Rock,1987
ProducerOf,contributor,1312,Barbara Weitzel,Barbara Weitzel,Person,12089,Whispers of Eternal Promise,Album,Jazz Surf Rock,1987
ComposerOf,contributor,3140,Jie Wei,Jie Wei,Person,12428,Whispers of the Restless Heart,Song,Speed Metal,1987
PerformerOf,contributor,3140,Jie Wei,Jie Wei,Person,12428,Whispers of the Restless Heart,Song,Speed Metal,1987
ProducerOf,contributor,4465,Qiang Song,Qiang Song,Person,12428,Whispers of the Restless Heart,Song,Speed Metal,1987
LyricistOf,contributor,1118,Ping Liao,Scarlet Thorn,Person,12997,Soul's Deep Cleansing Altar,Song,Alternative Rock,1987
PerformerOf,contributor,1118,Ping Liao,Scarlet Thorn,Person,12997,Soul's Deep Cleansing Altar,Song,Alternative Rock,1987
ComposerOf,contributor,16863,Restless Verse,Restless Verse,MusicalGroup,13236,Curiosity's Blind Spot,Song,Blues Rock,1987
LyricistOf,contributor,9383,Scott Richmond,Scott Richmond,Person,13236,Curiosity's Blind Spot,Song,Blues Rock,1987
PerformerOf,contributor,9384,Paula Mercado,Paula Mercado,Person,13236,Curiosity's Blind Spot,Song,Blues Rock,1987
PerformerOf,contributor,16863,Restless Verse,Restless Verse,MusicalGroup,13236,Curiosity's Blind Spot,Song,Blues Rock,1987
ComposerOf,contributor,13520,Kimaya Aggarwal,Kimaya Aggarwal,Person,13519,Commitment's Embrace,Song,Blues Rock,1987
PerformerOf,contributor,7883,Rati Deo,Rati Deo,Person,13519,Commitment's Embrace,Song,Blues Rock,1987
ProducerOf,contributor,7883,Rati Deo,Rati Deo,Person,13519,Commitment's Embrace,Song,Blues Rock,1987
ComposerOf,contributor,13527,Ludovico Sgarbi-Interminei,Ludovico Sgarbi-Interminei,Person,13525,Jubilee Rising,Song,Alternative Rock,1987
PerformerOf,contributor,13526,Daniel Smith,Daniel Smith,Person,13525,Jubilee Rising,Song,Alternative Rock,1987
ProducerOf,contributor,13526,Daniel Smith,Daniel Smith,Person,13525,Jubilee Rising,Song,Alternative Rock,1987
ComposerOf,contributor,14158,Dusan Ullmann,Dusan Ullmann,Person,14157,Silhouettes of Uncertainty,Song,Blues Rock,1987
PerformerOf,contributor,14158,Dusan Ullmann,Dusan Ullmann,Person,14157,Silhouettes of Uncertainty,Song,Blues Rock,1987
ProducerOf,contributor,9281,Heino Ladeck,Heino Ladeck,Person,14157,Silhouettes of Uncertainty,Song,Blues Rock,1987
ComposerOf,contributor,14826,Xiuying Zhou,Xiuying Zhou,Person,14823,Hooves and Hushed Voices,Song,Dream Pop,1987
LyricistOf,contributor,14825,Konstanty Drobek,Konstanty Drobek,Person,14823,Hooves and Hushed Voices,Song,Dream Pop,1987
PerformerOf,contributor,14824,Naoki Sato,Naoki Sato,Person,14823,Hooves and Hushed Voices,Song,Dream Pop,1987
PerformerOf,contributor,14826,Xiuying Zhou,Xiuying Zhou,Person,14823,Hooves and Hushed Voices,Song,Dream Pop,1987
ProducerOf,contributor,14827,Li Xu,Li Xu,Person,14823,Hooves and Hushed Voices,Song,Dream Pop,1987
ComposerOf,contributor,14962,Anthony Beck,Anthony Beck,Person,14961,The Last Echo of Julie,Song,Synthwave,1987
PerformerOf,contributor,14962,Anthony Beck,Anthony Beck,Person,14961,The Last Echo of Julie,Song,Synthwave,1987
ProducerOf,contributor,14963,Kimberly Gross,Kimberly Gross,Person,14961,The Last Echo of Julie,Song,Synthwave,1987
PerformerOf,contributor,14998,Lei Zhao,Elysian,Person,14997,Hey Hey Hey,Song,Dream Pop,1987
PerformerOf,contributor,14999,Xiuying Lu,Xiuying Lu,Person,14997,Hey Hey Hey,Song,Dream Pop,1987
PerformerOf,contributor,15000,Yan Xiong,Yan Xiong,Person,14997,Hey Hey Hey,Song,Dream Pop,1987
LyricistOf,contributor,9288,Anthony Ortega,Anthony Ortega,Person,15343,Subdued Tempo,Song,Speed Metal,1987
PerformerOf,contributor,9288,Anthony Ortega,Anthony Ortega,Person,15343,Subdued Tempo,Song,Speed Metal,1987
ProducerOf,contributor,15344,Allison Sanford,Allison Sanford,Person,15343,Subdued Tempo,Song,Speed Metal,1987
ComposerOf,contributor,4231,Jonathan Poole,Jonathan Poole,Person,15578,Nordic Passions Unfolding,Song,Indie Pop,1987
LyricistOf,contributor,5213,Samantha Bullock,Samantha Bullock,Person,15578,Nordic Passions Unfolding,Song,Indie Pop,1987
PerformerOf,contributor,5213,Samantha Bullock,Samantha Bullock,Person,15578,Nordic Passions Unfolding,Song,Indie Pop,1987
ComposerOf,contributor,2672,Cyprian Ziniewicz,Cyprian Ziniewicz,Person,16585,Digital Heartbeat,Song,Darkwave,1987
PerformerOf,contributor,2672,Cyprian Ziniewicz,Cyprian Ziniewicz,Person,16585,Digital Heartbeat,Song,Darkwave,1987
ProducerOf,contributor,9450,Maciej Siejak,Maciej Siejak,Person,16585,Digital Heartbeat,Song,Darkwave,1987
ComposerOf,contributor,17206,Fiona Mercer,Fiona Mercer,Person,17209,Echoes and Embers,Album,Acoustic Folk,1987
ComposerOf,contributor,17205,Liam O'Sullivan,Liam O'Sullivan,Person,17209,Echoes and Embers,Album,Acoustic Folk,1987
PerformerOf,contributor,17207,Wayfinder's Lament,Wayfinder's Lament,MusicalGroup,17209,Echoes and Embers,Album,Acoustic Folk,1987
RecordedBy,label,17394,Oceanus Records,Oceanus Records,RecordLabel,17209,Echoes and Embers,Album,Acoustic Folk,1987
PerformerOf,contributor,17207,Wayfinder's Lament,Wayfinder's Lament,MusicalGroup,17216,The River Knows My Name,Song,Acoustic Folk,1987
PerformerOf,contributor,17207,Wayfinder's Lament,Wayfinder's Lament,MusicalGroup,17217,Cairns & Crossroads,Song,Acoustic Folk,1987
PerformerOf,contributor,17207,Wayfinder's Lament,Wayfinder's Lament,MusicalGroup,17218,Through the Pines,Song,Acoustic Folk,1987
ComposerOf,contributor,3072,Gitta Wilmsen,Gitta Wilmsen,Person,3071,Unanchored Soul,Song,Alternative Rock,1988
PerformerOf,contributor,3073,Ingeborg Ullrich,Ingeborg Ullrich,Person,3071,Unanchored Soul,Song,Alternative Rock,1988
ProducerOf,contributor,3073,Ingeborg Ullrich,Ingeborg Ullrich,Person,3071,Unanchored Soul,Song,Alternative Rock,1988
ComposerOf,contributor,3352,Marcus Spence,Marcus Spence,Person,8213,Unfinished Heartache,Album,Southern Gothic Rock,1988
PerformerOf,contributor,3352,Marcus Spence,Marcus Spence,Person,8213,Unfinished Heartache,Album,Southern Gothic Rock,1988
PerformerOf,contributor,5558,William Mcclain,William Mcclain,Person,8213,Unfinished Heartache,Album,Southern Gothic Rock,1988
LyricistOf,contributor,3741,Andrew Dawson,Andrew Dawson,Person,8281,Highball Highway,Song,Southern Gothic Rock,1988
PerformerOf,contributor,3741,Andrew Dawson,Andrew Dawson,Person,8281,Highball Highway,Song,Southern Gothic Rock,1988
PerformerOf,contributor,1530,Deborah Lucas,Deborah Lucas,Person,8281,Highball Highway,Song,Southern Gothic Rock,1988
PerformerOf,contributor,3108,Stacey Taylor,Stacey Taylor,Person,8281,Highball Highway,Song,Southern Gothic Rock,1988
ProducerOf,contributor,250,Mareen Schacht,Mareen Schacht,Person,8281,Highball Highway,Song,Southern Gothic Rock,1988
LyricistOf,contributor,1118,Ping Liao,Scarlet Thorn,Person,1117,Turning Point,Song,Alternative Rock,1989
PerformerOf,contributor,1118,Ping Liao,Scarlet Thorn,Person,1117,Turning Point,Song,Alternative Rock,1989
LyricistOf,contributor,1391,Scott Schwartz,Scott Schwartz,Person,1388,Divine Compassion's Embrace,Album,Indie Folk,1989
PerformerOf,contributor,1392,Bradley Gray,Bradley Gray,Person,1388,Divine Compassion's Embrace,Album,Indie Folk,1989
PerformerOf,contributor,1390,David Choi,David Choi,Person,1388,Divine Compassion's Embrace,Album,Indie Folk,1989
PerformerOf,contributor,1391,Scott Schwartz,Scott Schwartz,Person,1388,Divine Compassion's Embrace,Album,Indie Folk,1989
PerformerOf,contributor,1389,Yvette Cohen,Yvette Cohen,Person,1388,Divine Compassion's Embrace,Album,Indie Folk,1989
ProducerOf,contributor,1392,Bradley Gray,Bradley Gray,Person,1388,Divine Compassion's Embrace,Album,Indie Folk,1989
PerformerOf,contributor,5705,Adam Davis,Adam Davis,Person,6245,Andante in Amber,Song,Emo/Pop Punk,1989
ProducerOf,contributor,3126,Maik Mude,Maik Mude,Person,6245,Andante in Amber,Song,Emo/Pop Punk,1989
ComposerOf,contributor,7392,Paige Adams,Paige Adams,Person,7389,Empathy's Embrace,Song,Blues Rock,1989
LyricistOf,contributor,7390,Ashley Cabrera,Ashley Cabrera,Person,7389,Empathy's Embrace,Song,Blues Rock,1989
PerformerOf,contributor,7390,Ashley Cabrera,Ashley Cabrera,Person,7389,Empathy's Embrace,Song,Blues Rock,1989
PerformerOf,contributor,7393,Bonnie Roberts,Bonnie Roberts,Person,7389,Empathy's Embrace,Song,Blues Rock,1989
PerformerOf,contributor,7392,Paige Adams,Paige Adams,Person,7389,Empathy's Embrace,Song,Blues Rock,1989
ProducerOf,contributor,7391,Juan Shelton,Juan Shelton,Person,7389,Empathy's Embrace,Song,Blues Rock,1989
ComposerOf,contributor,2207,Brian Wright,Brian Wright,Person,7574,Braided Stories,Song,Speed Metal,1989
PerformerOf,contributor,2207,Brian Wright,Brian Wright,Person,7574,Braided Stories,Song,Speed Metal,1989
ProducerOf,contributor,30,Megan Bennett,Megan Bennett,Person,7574,Braided Stories,Song,Speed Metal,1989
ComposerOf,contributor,1530,Deborah Lucas,Deborah Lucas,Person,8230,Echoes of the Plateau,Song,Emo/Pop Punk,1989
LyricistOf,contributor,3741,Andrew Dawson,Andrew Dawson,Person,8230,Echoes of the Plateau,Song,Emo/Pop Punk,1989
PerformerOf,contributor,1530,Deborah Lucas,Deborah Lucas,Person,8230,Echoes of the Plateau,Song,Emo/Pop Punk,1989
ProducerOf,contributor,3126,Maik Mude,Maik Mude,Person,8230,Echoes of the Plateau,Song,Emo/Pop Punk,1989
LyricistOf,contributor,2110,Catherine Clay,Catherine Clay,Person,9895,Sunbeam Stillness,Song,Synthwave,1989
PerformerOf,contributor,9050,Clara Seco-Pelayo,Clara Seco-Pelayo,Person,9895,Sunbeam Stillness,Song,Synthwave,1989
PerformerOf,contributor,3498,Lina Mendizábal Robledo,Lina Mendizábal Robledo,Person,9895,Sunbeam Stillness,Song,Synthwave,1989
PerformerOf,contributor,9896,Rika Shimizu,Rika Shimizu,Person,9895,Sunbeam Stillness,Song,Synthwave,1989
ComposerOf,contributor,2207,Brian Wright,Brian Wright,Person,10289,Tulip's Lament,Song,Alternative Rock,1989
PerformerOf,contributor,2207,Brian Wright,Brian Wright,Person,10289,Tulip's Lament,Song,Alternative Rock,1989
ProducerOf,contributor,30,Megan Bennett,Megan Bennett,Person,10289,Tulip's Lament,Song,Alternative Rock,1989
ComposerOf,contributor,11173,Marcin Jeżyk,Marcin Jeżyk,Person,11172,The Calm Chorus,Song,Southern Gothic Rock,1989
PerformerOf,contributor,551,Szymon Pyć,Szymon Pyć,Person,11172,The Calm Chorus,Song,Southern Gothic Rock,1989
ProducerOf,contributor,551,Szymon Pyć,Szymon Pyć,Person,11172,The Calm Chorus,Song,Southern Gothic Rock,1989
ComposerOf,contributor,12598,James Stevens,James Stevens,Person,12596,Concrete and Consequence,Song,Psychedelic Rock,1989
LyricistOf,contributor,12597,Jeremy Little,Vortex & The Sages,Person,12596,Concrete and Consequence,Song,Psychedelic Rock,1989
