influence_type,source_id,source_name,source_display_name,source_type,source_genre,source_year,target_id,target_name,target_display_name,target_type,target_genre,target_year
CoverOf,9754,Uncharted Loneliness,Uncharted Loneliness,Album,Jazz Surf Rock,1998,1326,Sunlight of Serenity,Sunlight of Serenity,Song,Jazz Surf Rock,1996
InStyleOf,10090,Candlelight Confessions,Candlelight Confessions,Song,Southern Gothic Rock,1998,16495,Landscapes of a Forgotten Melody,Landscapes of a Forgotten Melody,Song,Southern Gothic Rock,1997
InStyleOf,13891,Chrome and Tangerine,Chrome and Tangerine,Song,Lo-Fi Electronica,1998,14512,Silk and Sunflowers,Silk and Sunflowers,Song,Lo-Fi Electronica,1997
InterpolatesFrom,15242,Culloden's Lament,Culloden's Lament,Album,Dream Pop,1998,8282,Queens Diamond Fever,Queens Diamond Fever,Song,Synthwave,1997
CoverOf,2042,Angel with Rough Wings,Angel with Rough Wings,Album,Blues Rock,1998,9068,Sawtooth Serenade,Sawtooth Serenade,Album,Blues Rock,1998
CoverOf,6072,Whispers of My Homeland,Whispers of My Homeland,Song,Synthwave,1998,16454,Donkey's Lament,Donkey's Lament,Album,Blues Rock,1998
InStyleOf,9068,Sawtooth Serenade,Sawtooth Serenade,Album,Blues Rock,1998,2042,Angel with Rough Wings,Angel with Rough Wings,Album,Blues Rock,1998
LyricalReferenceTo,15242,Culloden's Lament,Culloden's Lament,Album,Dream Pop,1998,454,Celestial Blueprints,Celestial Blueprints,Song,Synthwave,1998
InterpolatesFrom,15242,Culloden's Lament,Culloden's Lament,Album,Dream Pop,1998,6899,Shattered Pieces,Shattered Pieces,Song,Synthwave,2000
CoverOf,14784,Labels Don't Matter,Labels Don't Matter,Song,Synthwave,1999,11652,Shadows of Approval,Shadows of Approval,Song,Synthwave,1985
InStyleOf,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,6245,Andante in Amber,Andante in Amber,Song,Emo/Pop Punk,1989
InterpolatesFrom,16441,Weekend Wanderings,Weekend Wanderings,Song,Psychedelic Rock,1999,12596,Concrete and Consequence,Concrete and Consequence,Song,Psychedelic Rock,1989
CoverOf,1608,Espresso of Existence,Espresso of Existence,Album,Indie Folk,1999,2614,Whispers of the Islands,Whispers of the Islands,Song,Dream Pop,1990
InStyleOf,5455,Quarantine Whispers,Quarantine Whispers,Song,Southern Gothic Rock,1999,4510,Celestial Sovereignty,Celestial Sovereignty,Song,Emo/Pop Punk,1990
InStyleOf,6227,When Mercy Finds Me Weeping,When Mercy Finds Me Weeping,Song,Speed Metal,1999,13430,Heartbeat Symphony,Heartbeat Symphony,Song,Speed Metal,1991
InterpolatesFrom,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,2628,Brick and Mortar Memories,Brick and Mortar Memories,Album,Indie Pop,1991
CoverOf,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,6262,Torch of Tomorrow,Torch of Tomorrow,Song,Dream Pop,1992
InterpolatesFrom,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,11142,Pivot Point,Pivot Point,Song,Indie Pop,1992
LyricalReferenceTo,13046,Mercy's Melody,Mercy's Melody,Song,Southern Gothic Rock,1999,6946,Harmony in Three Voices,Harmony in Three Voices,Song,Blues Rock,1992
CoverOf,6227,When Mercy Finds Me Weeping,When Mercy Finds Me Weeping,Song,Speed Metal,1999,8872,"Autumn Whispers, Heartbeats Tender","Autumn Whispers, Heartbeats Tender",Song,Speed Metal,1993
CoverOf,13046,Mercy's Melody,Mercy's Melody,Song,Southern Gothic Rock,1999,15715,Echoes of the Forgotten Stream,Echoes of the Forgotten Stream,Song,Southern Gothic Rock,1993
CoverOf,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,10488,Echoes of a Lost Campaign,Echoes of a Lost Campaign,Album,Blues Rock,1994
CoverOf,15089,Silent Chords of Memory,Silent Chords of Memory,Song,Synthwave,1999,6368,Tender Embrace,Tender Embrace,Song,Synthwave,1994
InStyleOf,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,13823,Verses Unfolding,Verses Unfolding,Song,Blues Rock,1994
InStyleOf,10648,Passionate Pianissimo Passages,Passionate Pianissimo Passages,Song,Dream Pop,1999,12961,Monologue in Minor,Monologue in Minor,Album,Dream Pop,1994
InterpolatesFrom,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,8814,Longitude of Longing,Longitude of Longing,Song,Alternative Rock,1994
InStyleOf,15456,Yolun Yarısı (Halfway Home),Yolun Yarısı (Halfway Home),Song,Southern Gothic Rock,1999,13357,Harvest Moon's Embrace,Harvest Moon's Embrace,Album,Southern Gothic Rock,1995
CoverOf,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,12091,Hearts Bound by Ancient Vows,Hearts Bound by Ancient Vows,Song,Southern Gothic Rock,1997
InStyleOf,12822,Wet Shadows,Wet Shadows,Song,Southern Gothic Rock,1999,9772,Whispers of the Wooden Wind,Whispers of the Wooden Wind,Song,Indie Pop,1997
LyricalReferenceTo,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,1121,The Tiny Toe's Journey,The Tiny Toe's Journey,Song,Southern Gothic Rock,1997
DirectlySamples,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,5279,Silent Walls,Silent Walls,Song,Indie Pop,1998
InStyleOf,8115,Switchboard Serenade,Switchboard Serenade,Album,Emo/Pop Punk,1999,2042,Angel with Rough Wings,Angel with Rough Wings,Album,Blues Rock,1998
InStyleOf,15089,Silent Chords of Memory,Silent Chords of Memory,Song,Synthwave,1999,933,Crossroads of Change,Crossroads of Change,Song,Dream Pop,1998
CoverOf,14210,Sacred Reverence,Sacred Reverence,Song,Jazz Surf Rock,2000,2510,Frozen Moment,Frozen Moment,Song,Dream Pop,1981
InStyleOf,14264,Passport to Passion,Passport to Passion,Song,Americana,2000,7026,Reflejo Interior,Reflejo Interior,Song,Americana,1983
InStyleOf,16724,Sole Survivor,Sole Survivor,Song,Speed Metal,2000,4583,Wellness Manifesto,Wellness Manifesto,Song,Speed Metal,1983
InStyleOf,13639,Aqua Mechanica,Aqua Mechanica,Song,Southern Gothic Rock,2000,2595,Ripples of Feathered Whispers,Ripples of Feathered Whispers,Song,Indie Pop,1984
InStyleOf,15769,Sovereign Soil,Sovereign Soil,Song,Indie Pop,2000,10799,Southern Redemption Highway,Southern Redemption Highway,Song,Blues Rock,1984
InterpolatesFrom,15825,Nectar's Dance,Nectar's Dance,Song,Alternative Rock,2000,1412,Miles Beyond Yesterday,Miles Beyond Yesterday,Song,Indie Pop,1984
InStyleOf,5546,Sweet Metabolism,Sweet Metabolism,Song,Speed Metal,2000,15702,Mirrors of Deception,Mirrors of Deception,Song,Speed Metal,1985
InStyleOf,7361,Resonance Chamber,Resonance Chamber,Song,Alternative Rock,2000,10232,Tonernas Samtal: En Barytons Bekännelse,Tonernas Samtal: En Barytons Bekännelse,Song,Indie Pop,1985
LyricalReferenceTo,6329,Café Couleurs,Café Couleurs,Album,Blues Rock,2000,14851,Golden Horizon,Golden Horizon,Song,Blues Rock,1986
CoverOf,14442,Breaking the Ice,Breaking the Ice,Song,Jazz Surf Rock,2000,12089,Whispers of Eternal Promise,Whispers of Eternal Promise,Album,Jazz Surf Rock,1987
InStyleOf,1605,Checkmate in Silence,Checkmate in Silence,Song,Synthwave,2000,12089,Whispers of Eternal Promise,Whispers of Eternal Promise,Album,Jazz Surf Rock,1987
InStyleOf,14862,Moonlit Sonata,Moonlit Sonata,Song,Indie Folk,2000,16585,Digital Heartbeat,Digital Heartbeat,Song,Darkwave,1987
InStyleOf,16720,Silent Movements Unresolved,Silent Movements Unresolved,Song,Blues Rock,2000,13519,Commitment's Embrace,Commitment's Embrace,Song,Blues Rock,1987
InterpolatesFrom,16724,Sole Survivor,Sole Survivor,Song,Speed Metal,2000,15343,Subdued Tempo,Subdued Tempo,Song,Speed Metal,1987
LyricalReferenceTo,4937,Priceless Heart,Priceless Heart,Album,Southern Gothic Rock,2000,7036,Voz Sin Eco,Voz Sin Eco,Song,Indie Pop,1987
LyricalReferenceTo,7361,Resonance Chamber,Resonance Chamber,Song,Alternative Rock,2000,11316,Echoes of Solitary Streets,Echoes of Solitary Streets,Song,Blues Rock,1987
InStyleOf,12781,Spotlight Surrender,Spotlight Surrender,Album,Indie Folk,2000,6461,Thoughts That Won't Let Go,Thoughts That Won't Let Go,Album,Synthwave,1990
InStyleOf,15825,Nectar's Dance,Nectar's Dance,Song,Alternative Rock,2000,2174,"Crimson Signal, Silent Warning","Crimson Signal, Silent Warning",Song,Indie Pop,1990
CoverOf,7944,Niepojęte Piękno,Niepojęte Piękno,Song,Doom Metal,2000,14464,Celestial Breath,Celestial Breath,Song,Doom Metal,1991
CoverOf,13639,Aqua Mechanica,Aqua Mechanica,Song,Southern Gothic Rock,2000,5110,Wilderness Vows at Twilight,Wilderness Vows at Twilight,Song,Indie Pop,1991
InStyleOf,13465,Harmony of the Living World,Harmony of the Living World,Song,Speed Metal,2000,13430,Heartbeat Symphony,Heartbeat Symphony,Song,Speed Metal,1991
InStyleOf,14295,Streetlight Serenade,Streetlight Serenade,Song,Jazz Surf Rock,2000,8750,Rhapsody in Urban Rhythm,Rhapsody in Urban Rhythm,Album,Dream Pop,1991
InterpolatesFrom,15582,Drowning in Abundance,Drowning in Abundance,Song,Jazz Surf Rock,2000,8750,Rhapsody in Urban Rhythm,Rhapsody in Urban Rhythm,Album,Dream Pop,1991
InterpolatesFrom,16724,Sole Survivor,Sole Survivor,Song,Speed Metal,2000,13543,Brightness Beyond the Shadows,Brightness Beyond the Shadows,Album,Speed Metal,1991
LyricalReferenceTo,3844,Liquid Whispers,Liquid Whispers,Song,Americana,2000,1113,One More Roll,One More Roll,Album,Americana,1991
LyricalReferenceTo,12593,Brick by Broken Dream,Brick by Broken Dream,Song,Americana,2000,1113,One More Roll,One More Roll,Album,Americana,1991
CoverOf,4859,Echoes of Marco's Streets,Echoes of Marco's Streets,Song,Dream Pop,2000,3766,Kompass,Kompass,Song,Dream Pop,1992
CoverOf,13639,Aqua Mechanica,Aqua Mechanica,Song,Southern Gothic Rock,2000,6868,Turning the Page,Turning the Page,Album,Indie Pop,1992
InStyleOf,423,Flames of Descent,Flames of Descent,Song,Southern Gothic Rock,2000,6262,Torch of Tomorrow,Torch of Tomorrow,Song,Dream Pop,1992
InterpolatesFrom,3497,Resilience of the Spirit,Resilience of the Spirit,Album,Synthwave,2000,7128,Anguish Unfolding,Anguish Unfolding,Song,Dream Pop,1992
InterpolatesFrom,13639,Aqua Mechanica,Aqua Mechanica,Song,Southern Gothic Rock,2000,10549,Unfinished Conversations,Unfinished Conversations,Song,Indie Pop,1993
CoverOf,1135,"Soft Sole, Tender Soul","Soft Sole, Tender Soul",Song,Dream Pop,2000,690,Lullaby of Generations,Lullaby of Generations,Album,Alternative Rock,1994
DirectlySamples,8273,Amber Spirits,Amber Spirits,Song,Southern Gothic Rock,2000,15521,Sails of the Rebel Coast,Sails of the Rebel Coast,Song,Indie Pop,1994
DirectlySamples,8785,Waiting in the Wings,Waiting in the Wings,Song,Americana,2000,13062,Rhythmic Undertow,Rhythmic Undertow,Song,Doom Metal,1994
DirectlySamples,14210,Sacred Reverence,Sacred Reverence,Song,Jazz Surf Rock,2000,13421,"Misunderstood, Not Misguided","Misunderstood, Not Misguided",Song,Dream Pop,1994
InStyleOf,7963,One Man's Journey,One Man's Journey,Song,Dream Pop,2000,6368,Tender Embrace,Tender Embrace,Song,Synthwave,1994
InterpolatesFrom,3823,Arrows of Yearning,Arrows of Yearning,Song,Americana,2000,6368,Tender Embrace,Tender Embrace,Song,Synthwave,1994
InterpolatesFrom,13639,Aqua Mechanica,Aqua Mechanica,Song,Southern Gothic Rock,2000,6745,Temporal Horizon,Temporal Horizon,Song,Indie Pop,1994
LyricalReferenceTo,15652,Whispers Behind Your Back,Whispers Behind Your Back,Song,Indie Folk,2000,6191,Siberian Watershed,Siberian Watershed,Song,Synthwave,1994
CoverOf,5546,Sweet Metabolism,Sweet Metabolism,Song,Speed Metal,2000,11572,Fever Pitch Madness,Fever Pitch Madness,Song,Speed Metal,1995
InStyleOf,14442,Breaking the Ice,Breaking the Ice,Song,Jazz Surf Rock,2000,1326,Sunlight of Serenity,Sunlight of Serenity,Song,Jazz Surf Rock,1996
InterpolatesFrom,5546,Sweet Metabolism,Sweet Metabolism,Song,Speed Metal,2000,4861,Civic Pride: A Municipal Melody,Civic Pride: A Municipal Melody,Song,Speed Metal,1996
LyricalReferenceTo,9723,Silence Between Gunfire,Silence Between Gunfire,Song,Psychedelic Rock,2000,5142,Discarded Dreams,Discarded Dreams,Song,Psychedelic Rock,1996
CoverOf,102,Neon Nacht Bewegung,Neon Nacht Bewegung,Song,Doom Metal,2000,5427,Harvest Whispers,Harvest Whispers,Album,Dream Pop,1997
CoverOf,3663,Dimmsdale Dreams,Dimmsdale Dreams,Album,Americana,2000,7320,Lunar Transit Groove,Lunar Transit Groove,Song,Americana,1997
CoverOf,4937,Priceless Heart,Priceless Heart,Album,Southern Gothic Rock,2000,4992,Carnival's Pulse,Carnival's Pulse,Song,Indie Pop,1997
CoverOf,14295,Streetlight Serenade,Streetlight Serenade,Song,Jazz Surf Rock,2000,9815,Identical Windows,Identical Windows,Album,Indie Folk,1997
CoverOf,15582,Drowning in Abundance,Drowning in Abundance,Song,Jazz Surf Rock,2000,9815,Identical Windows,Identical Windows,Album,Indie Folk,1997
DirectlySamples,1977,Verdant Paths of Memory,Verdant Paths of Memory,Album,Indie Folk,2000,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
DirectlySamples,2333,Canvas of Renaissance Dreams,Canvas of Renaissance Dreams,Song,Indie Pop,2000,9772,Whispers of the Wooden Wind,Whispers of the Wooden Wind,Song,Indie Pop,1997
DirectlySamples,15582,Drowning in Abundance,Drowning in Abundance,Song,Jazz Surf Rock,2000,13956,Sunbleached Memory,Sunbleached Memory,Album,Dream Pop,1997
InStyleOf,6049,Mountain Melodies,Mountain Melodies,Song,Doom Metal,2000,7137,Illuminated Shadows,Illuminated Shadows,Album,Doom Metal,1997
InStyleOf,6899,Shattered Pieces,Shattered Pieces,Song,Synthwave,2000,8282,Queens Diamond Fever,Queens Diamond Fever,Song,Synthwave,1997
InStyleOf,8168,Heinäsirkat Soittaa (The Grasshoppers Play),Heinäsirkat Soittaa (The Grasshoppers Play),Album,Oceanus Folk,2000,5887,The Price of Freedom,The Price of Freedom,Song,Doom Metal,1997
InStyleOf,8785,Waiting in the Wings,Waiting in the Wings,Song,Americana,2000,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InStyleOf,11161,Silent Bridges,Silent Bridges,Song,Indie Folk,2000,5887,The Price of Freedom,The Price of Freedom,Song,Doom Metal,1997
InStyleOf,13639,Aqua Mechanica,Aqua Mechanica,Song,Southern Gothic Rock,2000,16495,Landscapes of a Forgotten Melody,Landscapes of a Forgotten Melody,Song,Southern Gothic Rock,1997
InStyleOf,14295,Streetlight Serenade,Streetlight Serenade,Song,Jazz Surf Rock,2000,13956,Sunbleached Memory,Sunbleached Memory,Album,Dream Pop,1997
InStyleOf,14295,Streetlight Serenade,Streetlight Serenade,Song,Jazz Surf Rock,2000,5866,Radiant Horizon,Radiant Horizon,Album,Dream Pop,1997
InStyleOf,15582,Drowning in Abundance,Drowning in Abundance,Song,Jazz Surf Rock,2000,5866,Radiant Horizon,Radiant Horizon,Album,Dream Pop,1997
InStyleOf,15991,Iron Will,Iron Will,Song,Americana,2000,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InterpolatesFrom,13468,Broken Blueprints,Broken Blueprints,Album,Doom Metal,2000,11214,Caps and Confetti,Caps and Confetti,Album,Doom Metal,1997
InterpolatesFrom,14295,Streetlight Serenade,Streetlight Serenade,Song,Jazz Surf Rock,2000,219,"Lasso My Heart, Cowboy","Lasso My Heart, Cowboy",Song,Dream Pop,1997
InterpolatesFrom,15582,Drowning in Abundance,Drowning in Abundance,Song,Jazz Surf Rock,2000,219,"Lasso My Heart, Cowboy","Lasso My Heart, Cowboy",Song,Dream Pop,1997
InterpolatesFrom,16720,Silent Movements Unresolved,Silent Movements Unresolved,Song,Blues Rock,2000,15362,Starbridge Crossing,Starbridge Crossing,Song,Blues Rock,1997
LyricalReferenceTo,497,Rollin' Through the Groove,Rollin' Through the Groove,Song,Indie Folk,2000,14994,Mm-Hmm Mm-Hmm,Mm-Hmm Mm-Hmm,Song,Indie Folk,1997
LyricalReferenceTo,2333,Canvas of Renaissance Dreams,Canvas of Renaissance Dreams,Song,Indie Pop,2000,12475,When the Music Fades,When the Music Fades,Song,Southern Gothic Rock,1997
LyricalReferenceTo,12531,Midnight Heartland,Midnight Heartland,Song,Dream Pop,2000,4008,Daughter of Paths,Daughter of Paths,Song,Dream Pop,1997
LyricalReferenceTo,13654,Blueprints of Hope,Blueprints of Hope,Song,Southern Gothic Rock,2000,9772,Whispers of the Wooden Wind,Whispers of the Wooden Wind,Song,Indie Pop,1997
LyricalReferenceTo,16252,Echoes from the Minor Depths,Echoes from the Minor Depths,Song,Dream Pop,2000,4008,Daughter of Paths,Daughter of Paths,Song,Dream Pop,1997
CoverOf,15181,Siren's Call at Nasso,Siren's Call at Nasso,Song,Lo-Fi Electronica,2000,11327,Royal Reverence,Royal Reverence,Song,Lo-Fi Electronica,1998
InStyleOf,5546,Sweet Metabolism,Sweet Metabolism,Song,Speed Metal,2000,14094,Moonlit Metamorphosis,Moonlit Metamorphosis,Song,Speed Metal,1998
InStyleOf,7963,One Man's Journey,One Man's Journey,Song,Dream Pop,2000,933,Crossroads of Change,Crossroads of Change,Song,Dream Pop,1998
InStyleOf,14442,Breaking the Ice,Breaking the Ice,Song,Jazz Surf Rock,2000,9754,Uncharted Loneliness,Uncharted Loneliness,Album,Jazz Surf Rock,1998
InterpolatesFrom,15804,Daughter's Unspoken Transformation,Daughter's Unspoken Transformation,Song,Dream Pop,2000,933,Crossroads of Change,Crossroads of Change,Song,Dream Pop,1998
LyricalReferenceTo,13639,Aqua Mechanica,Aqua Mechanica,Song,Southern Gothic Rock,2000,10090,Candlelight Confessions,Candlelight Confessions,Song,Southern Gothic Rock,1998
LyricalReferenceTo,15181,Siren's Call at Nasso,Siren's Call at Nasso,Song,Lo-Fi Electronica,2000,15242,Culloden's Lament,Culloden's Lament,Album,Dream Pop,1998
CoverOf,15804,Daughter's Unspoken Transformation,Daughter's Unspoken Transformation,Song,Dream Pop,2000,15089,Silent Chords of Memory,Silent Chords of Memory,Song,Synthwave,1999
InterpolatesFrom,2333,Canvas of Renaissance Dreams,Canvas of Renaissance Dreams,Song,Indie Pop,2000,12822,Wet Shadows,Wet Shadows,Song,Southern Gothic Rock,1999
LyricalReferenceTo,880,Unapologetic Heart,Unapologetic Heart,Album,Emo/Pop Punk,2000,11404,"Ah, Ah! (Deluxe Cut)","Ah, Ah! (Deluxe Cut)",Song,Emo/Pop Punk,2000
InStyleOf,16501,Desperate Dash at the World's Boundary,Desperate Dash at the World's Boundary,Song,Synthwave,2000,9526,Prismatic Improvisations,Prismatic Improvisations,Song,Synthwave,2001
InStyleOf,11404,"Ah, Ah! (Deluxe Cut)","Ah, Ah! (Deluxe Cut)",Song,Emo/Pop Punk,2000,7005,Zürich Bells at Dawn,Zürich Bells at Dawn,Song,Emo/Pop Punk,2003
LyricalReferenceTo,17307,Albatross,Albatross,Song,Oceanus Folk,2001,17200,Silver and Salt,Silver and Salt,Song,Celtic Folk,1981
CoverOf,3106,Mud and Memories,Mud and Memories,Song,Southern Gothic Rock,2001,2615,Distant Echoes,Distant Echoes,Album,Southern Gothic Rock,1984
InterpolatesFrom,3163,Parallel Descent,Parallel Descent,Album,Speed Metal,2001,6674,Närma dig friden (Approach the Peace),Närma dig friden (Approach the Peace),Song,Blues Rock,1984
InStyleOf,4481,The Fallibility of Me,The Fallibility of Me,Album,Alternative Rock,2001,5663,Cognitive Disconnect,Cognitive Disconnect,Song,Indie Folk,1987
DirectlySamples,9526,Prismatic Improvisations,Prismatic Improvisations,Song,Synthwave,2001,4849,Keys to Heaven's Threshold,Keys to Heaven's Threshold,Album,Synthwave,1990
InterpolatesFrom,4481,The Fallibility of Me,The Fallibility of Me,Album,Alternative Rock,2001,4849,Keys to Heaven's Threshold,Keys to Heaven's Threshold,Album,Synthwave,1990
InterpolatesFrom,17303,Tempest's Wake,Tempest's Wake,Album,Oceanus Folk,2001,1088,Munzur'un Fısıltıları (Whispers of the Munzur),Munzur'un Fısıltıları (Whispers of the Munzur),Song,Synthpop,1991
CoverOf,3106,Mud and Memories,Mud and Memories,Song,Southern Gothic Rock,2001,9236,Saltwater Symphonies,Saltwater Symphonies,Song,Southern Gothic Rock,1992
CoverOf,15402,Silent Steps of Summer's Daughter,Silent Steps of Summer's Daughter,Album,Indie Folk,2001,6368,Tender Embrace,Tender Embrace,Song,Synthwave,1994
DirectlySamples,3106,Mud and Memories,Mud and Memories,Song,Southern Gothic Rock,2001,1101,Sessiz Çığlıklar (Silent Screams),Sessiz Çığlıklar (Silent Screams),Album,Avant-Garde Folk,1995
DirectlySamples,17308,By the Stars,By the Stars,Song,Oceanus Folk,2001,8812,Tokyo Horizon,Tokyo Horizon,Song,Synthwave,1995
LyricalReferenceTo,4481,The Fallibility of Me,The Fallibility of Me,Album,Alternative Rock,2001,8812,Tokyo Horizon,Tokyo Horizon,Song,Synthwave,1995
