Direction,Influence_Type,OF_Song,OF_Song_Year,OF_Artist,Other_Song,Other_Genre,Other_Year,Other_Artist
Others Influenced OF,DirectlySamples,Scarlet Letter Sarah,2013,"Jing Guo, Li Wan, Mandy Hood, Min Kong, Operatic Pulse, Robert Villanueva, Tao Yao, Yang Zhao",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Faded Polaroids,2025,"Laetitia Petitjean, Madeleine Pineau, Susan Da Silva",Bonds of Ducats,Indie Rock,2010,"Hans Josef Haering, Katrin Steckel, Roswita Hande"
Others Influenced OF,LyricalReferenceTo,Echoes of the Puszta: Chamber Variations,2023,"Chao Tan, Fang Yan, Jing Chang, Li Dong, Qiang Gao, Qiang Sun, Tao Xu",Teenage Dream Machine,Indie Folk,2004,Stacey Armstrong
Others Influenced OF,InStyleOf,Echoes of the Puszta: Chamber Variations,2023,"Chao Tan, Fang Yan, Jing Chang, Li Dong, Qiang Gao, Qiang Sun, Tao Xu",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Wavelengths of Lingering Queries,2009,"Jeffery Bailey, Ming Yan, Na Deng, Tao Hu, Walter White",Tender Embrace,Synthwave,1994,"Jeffery Bailey, Jun Shao, Jun Zhou, Tao Yang, Yang Wan"
Others Influenced OF,InStyleOf,Bloodline Legacy,2026,"Douglas Roberts, Stephen Meyer",Montmartre Moonlight,Desert Rock,2013,"Anouk Schatteleijn, Ibrahim Heerkens-Everde, Li Tian, Tao Hu"
Others Influenced OF,DirectlySamples,Bloodline Legacy,2026,"Douglas Roberts, Stephen Meyer",Whispers Between Lines,Dream Pop,2023,"Amy Coleman, Elizabeth Newton PhD, Fixx'd, Kelsey Martinez, Melina Tebaldi, Stephen Meyer"
Others Influenced OF,LyricalReferenceTo,Bloodline Legacy,2026,"Douglas Roberts, Stephen Meyer",Rhythmic Regiment,Psychedelic Rock,2026,"Fixx'd, Melina Tebaldi, Michelangelo Berlusconi, Stephen Meyer"
Others Influenced OF,CoverOf,Bloodline Legacy,2026,"Douglas Roberts, Stephen Meyer",Whispers in Shadows,Psychedelic Rock,2023,"Fixx'd, Michelangelo Berlusconi, Stephen Meyer"
Others Influenced OF,LyricalReferenceTo,Strings of Destiny,2025,"Chelsea Harris, Jie Zhong, Xia Ye, Yang Ma, Yong Tao",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Pale Light of Farewell,2023,"Chao Qiu, Ming Zhou",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Choreography of Forbidden Passion,2017,"Bryan Smith, Emily Jackson, Ronald Kennedy",Voices of the Frontier,Synthwave,2013,"Bryan Smith, Electric Twist, Gregory Williams, Sean King, Wei Dai"
Others Influenced OF,InterpolatesFrom,Choreography of Forbidden Passion,2017,"Bryan Smith, Emily Jackson, Ronald Kennedy",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Whispers in the Silence,2013,"Na Lai, Xiulan Liang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,Rumors Spread Like Wildfire,2020,Jing Feng,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Elevation of Desire,2023,Michaela Brooks,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Inches Apart,2023,"Li Li, Min Huang, Min Xiong, Ping Meng, Ryan Adams",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Inches Apart,2023,"Li Li, Min Huang, Min Xiong, Ping Meng, Ryan Adams",Unique Frequencies,Synthpop,2017,"Midnight Protocol, Na Mao, Ping Ding, Qiang Dong, Xiuying Zhu"
Others Influenced OF,InStyleOf,When Angels Breathe,2023,"Gang Ding, Min Lei, Rachel Rios, Tammie Johnson, Xia Shen",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Steadfast Kingdom,2017,"Jing Jin, Ming Deng, Ming Jia, Whispered Resonance, Xiuying Fang",Twilight of Resilience,Indie Folk,2013,"Anthony Frost, Jing Lin, Lei Hu, Xiulan Zheng"
Others Influenced OF,LyricalReferenceTo,Siege of Barcelona's Twilight,2023,Yong Ding,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,DirectlySamples,The Question That Lingers,2026,"Jie Long, Juan Cao, Juan Xiang, Min Guo, Wei Yao, Yong Qiao",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,CoverOf,Ceremonial Footsteps,2026,"Ming Wang, Ming Xiang, Wei Chen, Yan Luo",Unique Frequencies,Synthpop,2017,"Midnight Protocol, Na Mao, Ping Ding, Qiang Dong, Xiuying Zhu"
Others Influenced OF,DirectlySamples,Ceremonial Footsteps,2026,"Ming Wang, Ming Xiang, Wei Chen, Yan Luo",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,No Man's Territory,2020,"Jie Xu, Qiang Han, Yong Tang",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Aquatic Rebirth (1983),2023,"Christine Ward, Donald Medina, Joshua Orozco, Lisa Hofmann, Sonora Flux, Steven Goodman",Whispers of Impermanence,Americana,2013,"Christopher Murray, James Rubio, Meredith Walker, Rebecca Gonzales, Sarah Johnson"
Others Influenced OF,InStyleOf,Aquatic Rebirth (1983),2023,"Christine Ward, Donald Medina, Joshua Orozco, Lisa Hofmann, Sonora Flux, Steven Goodman",Sunlight Whispers,Indie Folk,2017,"Christine Ward, Heather Wood, Jacqueline Dickson, Joshua Orozco, Jun Guo, Laura Jefferson, Lisa Hofmann, Sonora Flux"
Others Influenced OF,InterpolatesFrom,Manger's Midnight,2021,"Juan Yu, Lei Jin, Yong Lai, Yong Shen",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InterpolatesFrom,Trembling Syringe,2013,"Lei Wan, Tao Ren, Yesenia Miller",Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,LyricalReferenceTo,Drowning in Denial,2023,"Jing Ding, Li Zeng, Xiulan Yi",Unique Frequencies,Synthpop,2017,"Midnight Protocol, Na Mao, Ping Ding, Qiang Dong, Xiuying Zhu"
Others Influenced OF,InStyleOf,Babel's Broken Tongue,2013,Lei Kong,Ripples and Whispers,Indie Folk,2010,"Chao Tan, Guiying Lu, Min Tao"
Others Influenced OF,InStyleOf,The Bells Beneath the Waves,2035,Tidal Reverie,Embrace of the Honored Visitor,Indie Rock,2029,Neelofar Balan
Others Influenced OF,InStyleOf,Electric Reverie,2038,The Brine Choir,Folklore's Heartbeat,Blues Rock,2020,"Brooke Olson, Tao Hu"
Others Influenced OF,InterpolatesFrom,Electric Reverie,2038,The Brine Choir,Reflejo Interior,Americana,1983,"Jason Aguirre, Sheryl Roman"
Others Influenced OF,InterpolatesFrom,Star-Touched Tides,2034,The Brine Choir,Midnight's Ritual,Alternative Rock,2023,Anita Hamerla
Others Influenced OF,LyricalReferenceTo,Star-Touched Tides,2034,The Brine Choir,Time's Running Out,Blues Rock,2026,Guiying Peng
Others Influenced OF,DirectlySamples,Skin and Saltwater,2037,Selkie's Hollow,Whispers in Shadows,Psychedelic Rock,2023,"Fixx'd, Michelangelo Berlusconi, Stephen Meyer"
Others Influenced OF,InStyleOf,Sea Glass Memories,2037,Selkie's Hollow,Allegretto Aurora,Indie Folk,2020,Vanessa Trevisani
Others Influenced OF,CoverOf,Sea Glass Memories,2037,Selkie's Hollow,Footwork Philosophy,Dream Pop,2019,"Billy Tyler, Courtney Castillo, Juan Kang, Min Cheng, Tristan Chauveau"
Others Influenced OF,InterpolatesFrom,Tides of Echos,2029,The Wave Riders,Weathered Miles,Doom Metal,2023,"Debra Graham, Dylan Schwartz, James Henderson, Joel Long, Michael Nixon, Nathan Jones"
Others Influenced OF,InStyleOf,Tides of Echos,2029,The Wave Riders,The Long Way Home,Dream Pop,2023,Na Ye
Others Influenced OF,InStyleOf,Driftwood Dreams,2032,The Wave Riders,Dancing Through the Drums,Indie Folk,2026,"Chao Hou, Gang Zeng, Min Wei, Xia Tan, Xiulan Meng"
Others Influenced OF,LyricalReferenceTo,Driftwood Dreams,2032,The Wave Riders,Walk Away from Women,Alternative Rock,2028,"Lei Tan, Li Feng"
Others Influenced OF,InStyleOf,Sunset Harmony,2029,The Wave Riders,The Sweetest Citrus,Indie Folk,2010,Samuel Graham
Others Influenced OF,InterpolatesFrom,Seafarer's Lullaby,2031,Genevieve Bell,Echoes of Consciousness,Dream Pop,2028,"Jacob Harris, Rolando Gagliardi"
Others Influenced OF,CoverOf,Ocean Breeze,2027,Genevieve Bell,Traces of Yesterday,Dream Pop,2020,"Jun Han, Lei Qiu, Ping Dong, Qiang Gu, Wei Wang, Yang Wen"
Others Influenced OF,CoverOf,Ocean Breeze,2027,Genevieve Bell,Sawtooth Serenade,Blues Rock,1998,"Herr Serge Tröst, Lilo Cichorius, Silvia Sölzer-van der Dussen"
Others Influenced OF,InterpolatesFrom,Harbor Lights,2028,Mariner's Refrain,Echoes of the Pasture,Americana,2023,Yang Zeng
Others Influenced OF,InStyleOf,Harbor Lights,2028,Mariner's Refrain,Cellular Goodbye,Doom Metal,2026,Franco Angeli
Others Influenced OF,InStyleOf,Anchored Love,2030,Mariner's Refrain,Ecclesiastical Echoes,Dream Pop,2016,"April Anderson, Dawn Nelson, Derek Cook, Elizabeth West, Jared Arnold, Jonathan Garcia, Jun Fu, Todd Jones, Victoria Butler, Wei Liao"
Others Influenced OF,LyricalReferenceTo,Anchored Love,2030,Mariner's Refrain,Precision and Chrome,Indie Folk,2017,"Cheryl Walker, Cynthia Monroe, Kelly Gilbert, Travis Williams"
Others Influenced OF,CoverOf,Echos Below,2028,Siren's Call,Illuminated Moments,Synthwave,1997,"Jun He, Ping Yu"
Others Influenced OF,LyricalReferenceTo,Shoreline,2028,Siren's Call,Campfire Chronicles,Psychedelic Rock,2014,"Bibi Vos, Cato van Holland, Femke Mulder, Jesper Heijmans, Julie Schatteleijn-Haack, Julie van der Noot, Mark Hellevoort-Verbruggen, Piotr Smoter, Sofie van der Hoeven"
Others Influenced OF,DirectlySamples,The Kelp Forest Canticles,2024,Ivy Echos,Hallowed Transaction,Doom Metal,2017,Naoko Sato
Others Influenced OF,CoverOf,The Kelp Forest Canticles,2024,Ivy Echos,Für uns alle zusammen,Alternative Rock,2017,"Herbert Mcfarland, Joseph Ponce, Rachel Montes, Rebecca Wise"
Others Influenced OF,InterpolatesFrom,Salt-Kissed Rhymes,2026,Ivy Echos,Caught in the Cricket Crease,Lo-Fi Electronica,2014,"Paul Dunn, Xiulan Ren"
Others Influenced OF,InStyleOf,Salt-Kissed Rhymes,2026,Ivy Echos,The Void Inside,Dream Pop,2017,Elizabeth Willis
Others Influenced OF,InStyleOf,Salty Dreams,2030,Sailor Shift,Susurros de Pasión,Synthwave,2004,"Gang Shao, Juan Zhou, Jun Zhou, Min Long, Qiang Yuan, Ursus, Yang Zhao"
Others Influenced OF,CoverOf,Salty Dreams,2030,Sailor Shift,Partisan's Lament,Indie Pop,2030,Samantha Bullock
Others Influenced OF,CoverOf,Coral Beats,2034,Sailor Shift,Harvest Dance at Ler Valley,Psychedelic Rock,2010,Simone Säuberlich
Others Influenced OF,InStyleOf,Coral Beats,2034,Sailor Shift,Sacred Fragments,Synthwave,2003,"Juan Shi, Min Cao, Ming Zhou, Yang Peng"
Others Influenced OF,LyricalReferenceTo,Oceanbound,2038,Sailor Shift,Bold Without Apology,Indie Rock,2010,Jing Kang
Others Influenced OF,LyricalReferenceTo,Oceanbound,2038,Sailor Shift,Altitude of Mistakes,Americana,2015,"Jun Qiao, Ming Huang, Qiang Liu, Xiulan Fang, Yong Dong"
Others Influenced OF,InterpolatesFrom,High Tide Heartbeat,2028,Sailor Shift,Addicted to Your Heartache,Southern Gothic Rock,2004,Urszula Stochmal
Others Influenced OF,CoverOf,Electric Eel Love,2028,Sailor Shift,The Crown We Wear,Indie Rock,2022,"Joanna Avery, Judy Yang, Miss Jennifer Williams, Molly Gonzalez, William Robinson"
Others Influenced OF,InStyleOf,Electric Eel Love,2028,Sailor Shift,Twelve Bells of Augsburg,Psychedelic Rock,2026,"Jeremiah Love, Robert Woods, Zachary Francis"
Others Influenced OF,InStyleOf,Driftwood Lullaby,2030,Sailor Shift,Echoes of Forgotten Light,Alternative Rock,2004,Igor Dyś
Others Influenced OF,InStyleOf,Saltwater Hymn,2032,Sailor Shift,Parallel Memories,Dream Pop,2028,"Guiying Ren, Lei Shi, Tao Wen, Wei Liang"
Others Influenced OF,LyricalReferenceTo,Moon Over the Tide,2034,Sailor Shift,Silent Steps in the Forest's Embrace,Avant-Garde Folk,2023,Tao Gao
Others Influenced OF,InterpolatesFrom,Moon Over the Tide,2034,Sailor Shift,Divergent Memories,Indie Folk,2017,Joshua Taylor
Others Influenced OF,InStyleOf,Barnacle Heart,2034,Sailor Shift,Our Inevitable Path,Indie Folk,2017,Shannon Harvey
Others Influenced OF,InterpolatesFrom,Fog & Fiddle,2036,Sailor Shift,Coastal Whispers of Biscay,Alternative Rock,2031,"James Medina, Linda Burns, Matthew Best"
Others Influenced OF,InStyleOf,Fog & Fiddle,2036,Sailor Shift,Provence Aria,Indie Rock,2023,"Daniel Mccormick, Lei Fu, Lei Jin, Ming Ren, Yan Dai"
Others Influenced OF,DirectlySamples,Stormsong,2038,Sailor Shift,Exoskeleton Dissolve,Indie Rock,2020,"Amico Luciani, David Reese, Elmo Calbo, Ryan Dunlap"
Others Influenced OF,InStyleOf,Stormsong,2038,Sailor Shift,When the Bar Lights Go Up,Emo/Pop Punk,2000,Lori Massey
Others Influenced OF,InterpolatesFrom,Tempest's Wake,2001,The Saltwater Weavers,Munzur'un Fısıltıları (Whispers of the Munzur),Synthpop,1991,"Denise Schroeder, Luminescence, Sydney Adams"
Others Influenced OF,LyricalReferenceTo,Albatross,2001,The Saltwater Weavers,Silver and Salt,Celtic Folk,1981,The Fiddle & The Fjord
Others Influenced OF,DirectlySamples,By the Stars,2001,The Saltwater Weavers,Tokyo Horizon,Synthwave,1995,Catherine Prévost
Others Influenced OF,CoverOf,Phantom Currents,2010,Drowned Harbor,The Margins of Possibility,Dream Pop,2008,"Dana Griffin, Gang Wen, Na Yang, Xiuying Fan"
Others Influenced OF,InterpolatesFrom,Lodestone & Lament,2013,Drowned Harbor,Labels Don't Matter,Synthwave,1999,"Christopher Robbins, Megan Harris, Rosalinde Tintzmann"
Others Influenced OF,LyricalReferenceTo,Lodestone & Lament,2013,Drowned Harbor,Brewing Heritage,Alternative Rock,2012,"Guiying Shi, Vperyod Siyanie!"
Others Influenced OF,InStyleOf,The Undertow Waltz,2005,Drowned Harbor,Whispers of the Woodland Brook,Dream Pop,1991,"Mackenzie Greene, Warren Fleming"
Others Influenced OF,LyricalReferenceTo,Vanishing Point,2013,Drowned Harbor,Peak Rhythm,Alternative Rock,1997,Sébastien Delaunay
Others Influenced OF,LyricalReferenceTo,The Sompass Spins,2013,Drowned Harbor,Beyond Farewell's Shadow,Southern Gothic Rock,2012,Khushi Upadhyay
Others Influenced OF,CoverOf,Beneath the Whispering Waves,2029,Orla Seabloom,Lessons from Her Hands,Synthwave,2028,"Jeremy Martinez, Sara Roman"
Others Influenced OF,InterpolatesFrom,Beneath the Whispering Waves,2029,Orla Seabloom,Pulse of Desire,Indie Rock,2017,"Anneliese Döhn, Cosima Mülichen, Eva Seidel, Gerhild Patberg, Ludger Ladeck, Ninetta Spinelli, Paloma Tomaselli"
Others Influenced OF,InStyleOf,Seasheel Lullaby,2029,Orla Seabloom,Midnight in the Dormitory,Symphonic Metal,2023,Rebekka Lehmann
Others Influenced OF,InStyleOf,Riding the Moon's Reflection,2029,Orla Seabloom,Dancing Between the Oompah Notes,Alternative Rock,2025,"Edit Hethur, Janna Jäkel, Margit Sölzer, Parallel Static"
Others Influenced OF,DirectlySamples,Riding the Moon's Reflection,2029,Orla Seabloom,Echoes Between Water and Height,Indie Folk,2023,"Fernanda Carocci, Lindsey Broeshart"
Others Influenced OF,CoverOf,Tidal Journey,2029,Orla Seabloom,Behind Closed Lips,Americana,2022,"Xiulan Kang, Xiuying Yin"
Others Influenced OF,InStyleOf,The Shifting Sands,2029,Orla Seabloom,Thundering Percussion,Space Rock,2029,"Fang Shen, Nout Zijlmans, Xia Wang, Xiuying Hou"
Others Influenced OF,CoverOf,Tidesworn Ballads,2031,"Beatrice Albright, Sailor Shift",Dreamscape of Judgment,Symphonic Metal,2023,"Sandra Burke, Trevor Bass, Xia Yuan, Xiuying Du, Yan Li"
Others Influenced OF,DirectlySamples,The Siren's Sigh,2031,Beatrice Albright,Call It Out Loud,Southern Gothic Rock,2024,Whitney Taylor
Others Influenced OF,CoverOf,Whispers on the Jetty Wind,2031,Beatrice Albright,Whispers of the Heart's Embrace,Post-Apocalyptic Folk,2020,"Chao Wan, Leah Burns, Lei Shen, Min Lei, Qiang Hu, Xiuying Bai"
Others Influenced OF,CoverOf,Moonlit Kelp Forest Dance,2031,Beatrice Albright,Dawn's Early Whispers,Desert Rock,2017,"Gang Qin, Qiang Han, Tracy Burton, Xiuying Cheng"
Others Influenced OF,CoverOf,Seven Fathoms Deep,2031,Beatrice Albright,Trouble's Favorite Son,Post-Apocalyptic Folk,2029,"Brian Gross, Daniel Lyons, Jing Shao, Jun Yin, Yan Lei"
Others Influenced OF,InStyleOf,Tide-Worn Tales,2034,"Beatrice Albright, Copper Canyon Ghosts, Daniel O'Connell",Parade of Painted Spirits,Doom Metal,2023,"Bekir Bruder, Min Qin, Stephanie Huhn, Vincent Seifert"
Others Influenced OF,InterpolatesFrom,Tide-Worn Tales,2034,"Beatrice Albright, Copper Canyon Ghosts, Daniel O'Connell",Echoes of What We Were,Dream Pop,2027,Wendy Brown
Others Influenced OF,DirectlySamples,The Sunken Compass,2035,"Beatrice Albright, Copper Canyon Ghosts, Daniel O'Connell",Viento y Marea,Dream Pop,2026,"Guiying Chen, Guiying Gao, Min Guo, Ping Pan, Ping Yao"
Others Influenced OF,CoverOf,The Sunken Compass,2035,"Beatrice Albright, Copper Canyon Ghosts, Daniel O'Connell",Brass and Brass: A Polka Memoir,Avant-Garde Folk,1997,"Apolonia Chlebda, Kamila Ornat"
Others Influenced OF,LyricalReferenceTo,Crimson Cliffs Awakening,2034,Copper Canyon Ghosts,Nothing Left Untried,Desert Rock,2030,"Fang Xiong, Jing Guo, Lei Shi, Qiang Fang, Wei Gu, Xiuying Guo, Yan Liu"
Others Influenced OF,DirectlySamples,Shadows in Smuggler's Cove,2035,Copper Canyon Ghosts,Echoes from the Vatican Walls,Southern Gothic Rock,2004,"Andrea Miller, Andrew Williams, Jay Walters, Quattro Voci"
Others Influenced OF,InterpolatesFrom,Tidal Whisper,2033,"Isla Quinn, Maya Jensen",Sawtooth Serenade,Blues Rock,1998,"Herr Serge Tröst, Lilo Cichorius, Silvia Sölzer-van der Dussen"
