direction,influence_type,source_id,source_name,source_display_name,source_type,source_genre,source_year,target_id,target_name,target_display_name,target_type,target_genre,target_year,other_genre
Other -> OF,InterpolatesFrom,9631,Fading Echoes of Annabel,Fading Echoes of Annabel,Song,Desert Rock,2029,757,Mirage of Memories,Mirage of Memories,Song,Oceanus Folk,2023,Desert Rock
Other -> OF,DirectlySamples,11808,Negotiator's Lament,Negotiator's Lament,Song,Indie Folk,2029,6428,Echoes of Joy,Echoes of Joy,Song,Oceanus Folk,2023,Indie Folk
Other -> OF,InStyleOf,6065,Push Through the Doubt,Push Through the Doubt,Song,Dream Pop,2029,12067,Fragments of Friendship,Fragments of Friendship,Song,Oceanus Folk,2024,Dream Pop
Other -> OF,InStyleOf,6577,Currents of Homeland,Currents of Homeland,Song,Jazz Surf Rock,2029,7982,Twelve Months of You,Twelve Months of You,Song,Oceanus Folk,2024,Jazz Surf Rock
Other -> OF,InterpolatesFrom,13047,Kingdom Within,Kingdom Within,Song,Desert Rock,2029,12362,Dust and Spurs,Dust and Spurs,Album,Oceanus Folk,2024,Desert Rock
Other -> OF,InStyleOf,6065,Push Through the Doubt,Push Through the Doubt,Song,Dream Pop,2029,3828,Fragments of Flight,Fragments of Flight,Album,Oceanus Folk,2025,Dream Pop
Other -> OF,InterpolatesFrom,7213,Ephemeral Beauty's Embrace,Ephemeral Beauty's Embrace,Album,Indie Folk,2029,2169,Brake Lights and Broken Hearts,Brake Lights and Broken Hearts,Song,Oceanus Folk,2026,Indie Folk
Other -> OF,InterpolatesFrom,8292,Blue and Orange Blood,Blue and Orange Blood,Song,Desert Rock,2029,11578,Whispers in the Unknown,Whispers in the Unknown,Song,Oceanus Folk,2026,Desert Rock
Other -> OF,DirectlySamples,12816,Whispers from the Unwritten Score,Whispers from the Unwritten Score,Song,Synthwave,2029,3520,Aerial Conquistadors,Aerial Conquistadors,Song,Oceanus Folk,2026,Synthwave
Other -> OF,LyricalReferenceTo,13135,Spellbound Shadows,Spellbound Shadows,Song,Dream Pop,2029,8858,Chromatic Reflections on a Theme,Chromatic Reflections on a Theme,Song,Oceanus Folk,2026,Dream Pop
Other -> OF,DirectlySamples,12816,Whispers from the Unwritten Score,Whispers from the Unwritten Score,Song,Synthwave,2029,12625,Whispers Between Dimensions,Whispers Between Dimensions,Song,Oceanus Folk,2027,Synthwave
Other -> OF,InterpolatesFrom,4299,Último intento (Last attempt),Último intento (Last attempt),Song,Desert Rock,2030,14746,Scarlet Letter Sarah,Scarlet Letter Sarah,Song,Oceanus Folk,2013,Desert Rock
Other -> OF,InterpolatesFrom,7441,Nothing Left Untried,Nothing Left Untried,Album,Desert Rock,2030,6524,Tenement of Freedom,Tenement of Freedom,Song,Oceanus Folk,2014,Desert Rock
Other -> OF,InStyleOf,4299,Último intento (Last attempt),Último intento (Last attempt),Song,Desert Rock,2030,15441,Choreography of Forbidden Passion,Choreography of Forbidden Passion,Song,Oceanus Folk,2017,Desert Rock
Other -> OF,CoverOf,4299,Último intento (Last attempt),Último intento (Last attempt),Song,Desert Rock,2030,6417,Whispers from a Distant Refrain,Whispers from a Distant Refrain,Album,Oceanus Folk,2017,Desert Rock
Other -> OF,DirectlySamples,13280,Cash Charisma,Cash Charisma,Song,Indie Folk,2030,6994,Clocktower Cadence,Clocktower Cadence,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InterpolatesFrom,13280,Cash Charisma,Cash Charisma,Song,Indie Folk,2030,3194,Abundance Overflowing,Abundance Overflowing,Song,Oceanus Folk,2017,Indie Folk
Other -> OF,InStyleOf,4299,Último intento (Last attempt),Último intento (Last attempt),Song,Desert Rock,2030,8153,Restless Phantoms,Restless Phantoms,Song,Oceanus Folk,2020,Desert Rock
Other -> OF,LyricalReferenceTo,12744,The Crucible of Strings,The Crucible of Strings,Song,Synthwave,2030,8881,Shylock's Shadows,Shylock's Shadows,Song,Oceanus Folk,2020,Synthwave
Other -> OF,LyricalReferenceTo,13280,Cash Charisma,Cash Charisma,Song,Indie Folk,2030,7224,Postcards from Julianne's Heart,Postcards from Julianne's Heart,Song,Oceanus Folk,2022,Indie Folk
Other -> OF,InStyleOf,7441,Nothing Left Untried,Nothing Left Untried,Album,Desert Rock,2030,6941,Echoes of Devotion,Echoes of Devotion,Song,Oceanus Folk,2023,Desert Rock
Other -> OF,InStyleOf,12744,The Crucible of Strings,The Crucible of Strings,Song,Synthwave,2030,3956,Eternal Light Descends,Eternal Light Descends,Song,Oceanus Folk,2023,Synthwave
Other -> OF,InStyleOf,14444,Workers' Bloom,Workers' Bloom,Album,Indie Folk,2030,10406,The Misplaced Heir,The Misplaced Heir,Song,Oceanus Folk,2023,Indie Folk
Other -> OF,LyricalReferenceTo,7441,Nothing Left Untried,Nothing Left Untried,Album,Desert Rock,2030,7982,Twelve Months of You,Twelve Months of You,Song,Oceanus Folk,2024,Desert Rock
Other -> OF,CoverOf,4299,Último intento (Last attempt),Último intento (Last attempt),Song,Desert Rock,2030,2169,Brake Lights and Broken Hearts,Brake Lights and Broken Hearts,Song,Oceanus Folk,2026,Desert Rock
Other -> OF,LyricalReferenceTo,14444,Workers' Bloom,Workers' Bloom,Album,Indie Folk,2030,11679,Snapshot of Forever,Snapshot of Forever,Song,Oceanus Folk,2026,Indie Folk
Other -> OF,DirectlySamples,17112,Embers & Echoes,Embers & Echoes,Album,Post-Apocalyptic Folk,2031,17268,Deepsea Fireflies,Deepsea Fireflies,Song,Oceanus Folk,2025,Post-Apocalyptic Folk
Other -> OF,InStyleOf,17156,City Lights & Cigarette Dreams,City Lights & Cigarette Dreams,Album,Synthpop,2031,7687,Geologic Pulse,Geologic Pulse,Album,Oceanus Folk,2026,Synthpop
Other -> OF,CoverOf,17104,Letters in the Attic,Letters in the Attic,Song,Emo/Pop Punk,2033,11767,Venom's Whisper,Venom's Whisper,Song,Oceanus Folk,2004,Emo/Pop Punk
Other -> OF,InStyleOf,17094,Speed Demon’s Hymn,Speed Demon’s Hymn,Song,Speed Metal,2034,17320,Bones in the Brig,Bones in the Brig,Song,Oceanus Folk,1994,Speed Metal
Other -> OF,InStyleOf,17153,The Final Broadcast,The Final Broadcast,Song,Indie Rock,2034,11767,Venom's Whisper,Venom's Whisper,Song,Oceanus Folk,2004,Indie Rock
Other -> OF,CoverOf,17017,Writ in Blood,Writ in Blood,Song,Indie Rock,2038,2153,Wheels in Motion,Wheels in Motion,Album,Oceanus Folk,2017,Indie Rock
